Title;Release Year;Locations;Fun Facts;Production Company;Distributor;Director;Writer;Actor 1;Actor 2;Actor 3;lat;lag
The Diary of a Teenage Girl;2015;San Francisco The Magazine at 920 Larkin;;Diary the Movie, LLC;Sony Pictures Classics;Marielle Heller;Marielle Heller;Alexander Skarsgard;Kristen Wiig;Christopher Meloni;37,7864628;-122,418059
The Diary of a Teenage Girl;2015;San Francisco Geary St. from Polk to Larkin;;Diary the Movie, LLC;Sony Pictures Classics;Marielle Heller;Marielle Heller;Alexander Skarsgard;Kristen Wiig;Christopher Meloni;37,7862846;-122,4183384
The Diary of a Teenage Girl;2015;San Francisco Yerba Buena Island;;Diary the Movie, LLC;Sony Pictures Classics;Marielle Heller;Marielle Heller;Alexander Skarsgard;Kristen Wiig;Christopher Meloni;37,8108709;-122,3668348
The Doctor;1991;San Francisco ;;Silver Screen Partners IV;Buena Vista Pictures;Randa Haines;Robert Caswell;William Hurt;Christine Lahti;;37,7749295;-122,4194155
The Doors;1991;San Francisco ;;Bill Graham Films;TriStar Pictures;Oliver Stone;J. Randal Johnson;Val Kilmer;Meg Ryan;;37,7749295;-122,4194155
The Enforcer;1976;San Francisco Sutter & Webster Streets;;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,7683574;-122,4345272
The Enforcer;1976;San Francisco Hall of Justice;;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,775471;-122,4037169
The Enforcer;1976;San Francisco Coit Tower;The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,8023949;-122,4058222
The Enforcer;1976;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,7792597;-122,4192646
The Enforcer;1976;San Francisco Balmy Street (Mission District);;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,7518112;-122,4124134
The Enforcer;1976;San Francisco Alcatraz Island;Alcatraz Island was a military fort before it became a prison.;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,8269775;-122,4229555
The Enforcer;1976;San Francisco 24th Street Mini Park (Mission District);;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,7530458;-122,4085877
The Enforcer;1976;San Francisco 23rd & Capp Streets (Mission District);;Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,7542073;-122,4126306
The Enforcer;1976;San Francisco Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin);"This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero.";Warner Bros. Pictures;Warner Bros. Pictures;James Fargo;Stirling Silliphant;Clint Eastwood;Tyne Daly;Harry Guardino;37,7768127;-122,3902272
The Fan;1996;San Francisco Candlestick Park (602 Jamestown Ave.);Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.;Mandalay Entertainment;Columbia TriStar;Tony Scott;Phoef Sutton;Robert De Niro;Wesley Snipes;;37,7135308;-122,3861392
The Fog of War;2003;San Francisco ;;Sony Pictures Classics;Sony Pictures Classics;Errol Morris;N/A;Robert McNamara;;;37,7749295;-122,4194155
The Game;1997;San Francisco Merchant Exchange Building (465 California Street);;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7925542;-122,4021254
The Game;1997;San Francisco Washington Street & Waverly Place (Chinatown);;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7939891;-122,4156965
The Game;1997;San Francisco Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown);Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7883998;-122,4226917
The Game;1997;San Francisco Sheraton Palace Hotel (639 Market Street);The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7881439;-122,4017237
The Game;1997;San Francisco Ritz-Carlton Hotel (600 Stockton Street);;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7917856;-122,40716
The Game;1997;San Francisco Presidio (Golden Gate National Recreation Area);In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7988737;-122,4661937
The Game;1997;San Francisco Merchant Exchange Building;;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7927806;-122,402175
The Game;1997;San Francisco Mason & California Streets (Nob Hill);;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,8063178;-122,4297213
The Game;1997;San Francisco Harrison Street (The Embarcadero);;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7894745;-122,3886065
The Game;1997;San Francisco City Club (155 Sansome Street);;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7916758;-122,4009994
The Game;1997;San Francisco Bay Bridge;Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7982799;-122,3778182
The Game;1997;San Francisco Bank of America Building (555 California Street);The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,792062;-122,4037148
The Game;1997;San Francisco 301 Howard Street;;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7895408;-122,394228
The Game;1997;San Francisco 1 Bush Street;;Polygram Filmed Entertainment;Polygram Filmed Entertainment;David Fincher;John Brancato;Michael Douglas;Sean Penn;Deborah Kara Unger;37,7910468;-122,4000474
The Graduate;1967;San Francisco San Francisco Zoo (2701 Sloat Blvd.);;Embassy Pictures Corporation;Embassy Pictures Corporation;Mike Nichols;Calder Willingham;Anne Bancroft;Dustin Hoffman;Katharine Ross;37,7333055;-122,5043292
The Graduate;1967;San Francisco Bay Bridge;Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII.;Embassy Pictures Corporation;Embassy Pictures Corporation;Mike Nichols;Calder Willingham;Anne Bancroft;Dustin Hoffman;Katharine Ross;37,7982799;-122,3778182
The House on Telegraph Hill;1951;San Francisco Telegraph Hill;Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.;Twentieth Century Fox Film;Twentieth Century Fox Film;Robert Wise;Elick Moll;Richard Basehart;Valentina Cortese;William Lundigan;37,8013407;-122,4056674
The House on Telegraph Hill;1951;San Francisco Market Street;;Twentieth Century Fox Film;Twentieth Century Fox Film;Robert Wise;Elick Moll;Richard Basehart;Valentina Cortese;William Lundigan;37,7734494;-122,4213231
The House on Telegraph Hill;1951;San Francisco Coit Tower;The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.;Twentieth Century Fox Film;Twentieth Century Fox Film;Robert Wise;Elick Moll;Richard Basehart;Valentina Cortese;William Lundigan;37,8023949;-122,4058222
The House on Telegraph Hill;1951;San Francisco 1227 Montgomery Street;;Twentieth Century Fox Film;Twentieth Century Fox Film;Robert Wise;Elick Moll;Richard Basehart;Valentina Cortese;William Lundigan;37,8004781;-122,404539
The Internship;2013;San Francisco Grant Ave from Sacramento to Clay;;Twentieth Century Fox Film;Twentieth Century Fox Film;Shawn Levy;Vince Vaughn;Vince Vaughn;Owen Wilson;Rose Byrne;37,7958907;-122,4065447
The Internship;2013;San Francisco Montgomery and Union St.;;Twentieth Century Fox Film;Twentieth Century Fox Film;Shawn Levy;Vince Vaughn;Vince Vaughn;Owen Wilson;Rose Byrne;37,8010499;-122,4043889
The Internship;2013;San Francisco Epic Roasthouse;;Twentieth Century Fox Film;Twentieth Century Fox Film;Shawn Levy;Vince Vaughn;Vince Vaughn;Owen Wilson;Rose Byrne;37,7908379;-122,3893566
The Internship;2013;San Francisco Players Arcade at Pier 39;;Twentieth Century Fox Film;Twentieth Century Fox Film;Shawn Levy;Vince Vaughn;Vince Vaughn;Owen Wilson;Rose Byrne;37,811104;-122,410476
The Jazz Singer;1927;San Francisco Coffee Dan's (O'Farrell Street at Powell);;Warner Bros. Pictures;Warner Bros. Pictures;Alan Crosland;Alfred A. Cohn;Al Jolson;May McAvoy;Warner Oland;37,7845559;-122,4228608
The Lady from Shanghai;1947;San Francisco Steinhart Aquarium (California Academy of Sciences, Golden Gate Park);The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species.;Columbia Pictures Corp.;Columbia Pictures;Orson Welles;Orson Welles;Rita Hayworth;Orson Welles;Everett Sloane;37,7698293;-122,466105
The Lady from Shanghai;1947;San Francisco Mandarin Theatre (1021 Grant Avenue);The Mandarin Theatre was renamed the Sun Sing Theatre in 1949. It closed 1986.;Columbia Pictures Corp.;Columbia Pictures;Orson Welles;Orson Welles;Rita Hayworth;Orson Welles;Everett Sloane;37,7974867;-122,4069752
The Lady from Shanghai;1947;San Francisco Golden Gate Park;"The Playland amusement park where ""Hall of Mirrors"" sequence at the end of the movie was filmed has since been destroyed. However, relics from the park are now housed at the nearby Cliff House.";Columbia Pictures Corp.;Columbia Pictures;Orson Welles;Orson Welles;Rita Hayworth;Orson Welles;Everett Sloane;37,7694208;-122,4862138
The Lady from Shanghai;1947;San Francisco Former Hall of Justice (750 Kearny Street at Washington);;Columbia Pictures Corp.;Columbia Pictures;Orson Welles;Orson Welles;Rita Hayworth;Orson Welles;Everett Sloane;37,795121;-122,404489
The Laughing Policeman;1973;San Francisco ;;Twentieth Century Fox Film;American Broadcasting Company;Stuart Rosenberg;Thomas Rickman;Walter Matthau;Bruce Dern;Louis Gossett Jr.;37,7749295;-122,4194155
The Lineup;1958;San Francisco War Memorial Opera House (401 Van Ness Avenue);In 1945 the United Nations had its first conference at The War Memorial Opera House.;Pajemer Productions;Columbia Pictures;Don Siegel;Stirling Silliphant;Eli Wallach;Robert Keith;Richard Jaeckel;37,778583;-122,4208774
The Lineup;1958;San Francisco The Embarcadero;;Pajemer Productions;Columbia Pictures;Don Siegel;Stirling Silliphant;Eli Wallach;Robert Keith;Richard Jaeckel;37,7992627;-122,3976732
The Lineup;1958;San Francisco Sutro Baths (Point Lobos Avenue);;Pajemer Productions;Columbia Pictures;Don Siegel;Stirling Silliphant;Eli Wallach;Robert Keith;Richard Jaeckel;37,7804369;-122,5136935
The Lineup;1958;San Francisco Steinhart Aquarium (California Academy of Sciences, Golden Gate Park);The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species.;Pajemer Productions;Columbia Pictures;Don Siegel;Stirling Silliphant;Eli Wallach;Robert Keith;Richard Jaeckel;37,7698293;-122,466105
The Lineup;1958;San Francisco Pier 41;;Pajemer Productions;Columbia Pictures;Don Siegel;Stirling Silliphant;Eli Wallach;Robert Keith;Richard Jaeckel;37,809167;-122,411389
The Lineup;1958;San Francisco Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill);The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.;Pajemer Productions;Columbia Pictures;Don Siegel;Stirling Silliphant;Eli Wallach;Robert Keith;Richard Jaeckel;37,7915051;-122,4104582
The Lineup;1958;San Francisco 2090 Jackson Street;;Pajemer Productions;Columbia Pictures;Don Siegel;Stirling Silliphant;Eli Wallach;Robert Keith;Richard Jaeckel;37,7934009;-122,4294272
The Love Bug;1968;San Francisco Golden Gate Bridge;With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.;Walt Disney Productions;Buena Vista Distribution;Robert Stevenson;Bill Walsh;Dean Jones;Michele Lee;David Tomlinson;37,8190603;-122,4781232
The Love Bug;1968;San Francisco 100 Block of Lombard Street;Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.;Walt Disney Productions;Buena Vista Distribution;Robert Stevenson;Bill Walsh;Dean Jones;Michele Lee;David Tomlinson;37,8009851;-122,4267626
The Maltese Falcon;1941;San Francisco Golden Gate Bridge;With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.;Warner Bros. Pictures;Warner Bros. Pictures;John Huston;John Huston;Humphrey Bogart;Mary Astor;Gladys George;37,8190603;-122,4781232
The Maltese Falcon;1941;San Francisco Ferry Building;Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.;Warner Bros. Pictures;Warner Bros. Pictures;John Huston;John Huston;Humphrey Bogart;Mary Astor;Gladys George;37,7955703;-122,3933208
The Maltese Falcon;1941;San Francisco Burritt Alley (Off Bush Street, between Powell and Stockton Streets);;Warner Bros. Pictures;Warner Bros. Pictures;John Huston;John Huston;Humphrey Bogart;Mary Astor;Gladys George;37,7967103;-122,4084529
The Master;2012;San Francisco Pier 7/ Embarcadero;;H.H. Project;Weinstein Company;Paul Thomas Anderson;Paul Thomas Anderson;Philip Seymour Hoffman;Joaquin Phoenix;;37,7986725;-122,3968247
The Matrix;1999;San Francisco skyline/ exterior scenes;;Silver Pictures;Warner Bros. Pictures;The Wachowski Brothers;The Wachowski Brothers;Keanu Reeves;Laurence Fishburne;;37,7749295;-122,4194155
The Net;1995;San Francisco Moscone Convention Center;;Columbia Pictures Corp.;Columbia Pictures;Irwin Winkler;John Brancato;Sandra Bullock;Jeremy Northam;;37,7843234;-122,40069
The Net;1995;San Francisco Montgomery & Market Streets;;Columbia Pictures Corp.;Columbia Pictures;Irwin Winkler;John Brancato;Sandra Bullock;Jeremy Northam;;37,7975865;-122,4037614
The Nightmare Before Christmas;1993;San Francisco ;;Touchstone Pictures;Buena Vista Pictures;Henry Selick;Tim Burton;Danny Elfman;Catherine O'Hara;;37,7749295;-122,4194155
The Organization;1971;San Francisco ;;The Mirisch Corporation;United Artists;Don Medford;James R. Webb;Sidney Poitier;Barbara McNair;;37,7749295;-122,4194155
The Other Sister;1999;San Francisco Transbay Terminal (Mission Street at 1st Street);Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.;Mandeville Films;Buena Vista Pictures;Garry Marshall;Garry Marshall;Juliette Lewis;Diane Keaton;;37,7891992;-122,3977006
The Other Sister;1999;San Francisco St. Peter & Paul's Church (666 Filbert Street, Washington Square);Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.;Mandeville Films;Buena Vista Pictures;Garry Marshall;Garry Marshall;Juliette Lewis;Diane Keaton;;37,8013901;-122,4101618
The Other Sister;1999;San Francisco Palace of Fine Arts (3301 Lyon Street);The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.;Mandeville Films;Buena Vista Pictures;Garry Marshall;Garry Marshall;Juliette Lewis;Diane Keaton;;37,8029577;-122,4491929
The Parent Trap;1998;San Francisco Administration Building (Treasure Island);An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.;Walt Disney Pictures;Buena Vista Pictures;Nancy Meyers;Nancy Meyers;Lindsay Lohan;Dennis Quaid;;37,8172181;-122,3707037
The Presidio;1988;San Francisco Washington Street & Waverly Place (Chinatown);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7939891;-122,4156965
The Presidio;1988;San Francisco Sansome Street (The Embarcadero);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7979131;-122,4021425
The Presidio;1988;San Francisco Presidio (Golden Gate National Recreation Area);In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use.;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7988737;-122,4661937
The Presidio;1988;San Francisco Montgomery & Vallejo Streets (Telegraph Hill);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7975865;-122,4037614
The Presidio;1988;San Francisco Market & 2nd Streets;;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,795581;-122,393411
The Presidio;1988;San Francisco Hayes & Polk Streets (Civic Center);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7759073;-122,4245247
The Presidio;1988;San Francisco Golden Gate Bridge;With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,8190603;-122,4781232
The Presidio;1988;San Francisco Fort Point (Presidio, Golden Gate National Recreation Area);Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,8106185;-122,4770527
The Presidio;1988;San Francisco Ferry Building;Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7955703;-122,3933208
The Presidio;1988;San Francisco Coit Tower;The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,8023949;-122,4058222
The Presidio;1988;San Francisco Civic Center Plaza;;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,9363316;-122,3434992
The Presidio;1988;San Francisco Battery Street (The Embarcadero);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,8035229;-122,4020615
The Presidio;1988;San Francisco 900 Block of Grant Avenue (Chinatown);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7942713;-122,4063109
The Presidio;1988;San Francisco 700 Block of Jackson Street (Chinatown);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7959803;-122,4071138
The Presidio;1988;San Francisco 200 Block of Sansome Street (Financial District);;Paramount Pictures;Paramount Pictures;Peter Hyams;Larry Ferguson;Sean Connery;Mark Harmon;Meg Ryan;37,7944444;-122,4014424
The Princess Diaries;2001;San Francisco 724 Brazil Avenue;;Walt Disney Pictures;Buena Vista Pictures;Garry Marshall;Gina Wendkos;Julie Andrews;Anne Hathway;;37,7216659;-122,4309965
The Princess Diaries;2001;San Francisco Fisherman's Wharf;Supposedly, Mikhail S. Gorbachev has said that his favorite part of visiting America was touring Fisherman's Wharf.;Walt Disney Pictures;Buena Vista Pictures;Garry Marshall;Gina Wendkos;Julie Andrews;Anne Hathway;;37,8079996;-122,4177434
The Princess Diaries;2001;San Francisco Firestation #3 (Brazil Avenue and Athens Street);;Walt Disney Pictures;Buena Vista Pictures;Garry Marshall;Gina Wendkos;Julie Andrews;Anne Hathway;;37,7934026;-122,4163795
The Princess Diaries;2001;San Francisco Cliff House (1090 Point Lobos Avenue);The Musee Mechanique, which Julie Andrews' character visits in the movie, was at the time housed under the Cliff House.;Walt Disney Pictures;Buena Vista Pictures;Garry Marshall;Gina Wendkos;Julie Andrews;Anne Hathway;;37,778507;-122,5139808
The Princess Diaries;2001;San Francisco Broadway Tunnel (Broadway between Powell and Larkin);;Walt Disney Pictures;Buena Vista Pictures;Garry Marshall;Gina Wendkos;Julie Andrews;Anne Hathway;;37,7919467;-122,4192925
The Princess Diaries;2001;San Francisco Baker Beach;;Walt Disney Pictures;Buena Vista Pictures;Garry Marshall;Gina Wendkos;Julie Andrews;Anne Hathway;;37,7935724;-122,483638
The Princess Diaries;2001;San Francisco 2601 Lyon Street;;Walt Disney Pictures;Buena Vista Pictures;Garry Marshall;Gina Wendkos;Julie Andrews;Anne Hathway;;37,7948048;-122,4467639
The Pursuit of Happyness;2006;San Francisco Glen Park Subway Station;;Columbia Pictures;Columbia Pictures;Steven Conrad;Gabriele Muccino;Will Smith;Jayden C. Smith;;37,7330628;-122,4338194
The Pursuit of Happyness;2006;San Francisco Glide Memorial Church (434 Ellis St);;Columbia Pictures;Columbia Pictures;Steven Conrad;Gabriele Muccino;Will Smith;Jayden C. Smith;;37,785154;-122,4114072
The Pursuit of Happyness;2006;San Francisco Candlestick Park (602 Jamestown Ave.);Then Vice President Richard Nixon threw out the first pitch when Candlestick opened in 1960. On August 29, 1966, The Beatles played their last concert for paying fans at Candlestick Park.;Columbia Pictures;Columbia Pictures;Steven Conrad;Gabriele Muccino;Will Smith;Jayden C. Smith;;37,7136933;-122,3796916
The Towering Inferno;1974;San Francisco 2898 Vallejo Street;;Irwin Allen Productions;Twentieth Century Fox Film;John Guillermin;Stirling Silliphant;Steve McQueen;Paul Newman;William Holden;37,7942154;-122,4448431
The Pursuit of Happyness;2006;San Francisco Golden Gate Park Children's Playground ;Golden Gate Park is similar in shape but 20% larger than New York's Central Park.;Columbia Pictures;Columbia Pictures;Steven Conrad;Gabriele Muccino;Will Smith;Jayden C. Smith;;37,7683448;-122,4573784
The Right Stuff;1983;San Francisco American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets);;The Ladd Company;The Ladd Company;Philip Kaufman;Philip Kaufman;Sam Shepard;Scott Glenn;Ed Harris;37,7749295;-122,4194155
The Right Stuff;1983;San Francisco Cow Palace;"Supposedly, the Cow Palace's name derives from a newspaper editorial in which the writer wonders whether the soon-to-be-built structure for livestock was a ""palace for cows"". ";The Ladd Company;The Ladd Company;Philip Kaufman;Philip Kaufman;Sam Shepard;Scott Glenn;Ed Harris;37,707441;-122,4205027
The Right Stuff;1983;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;The Ladd Company;The Ladd Company;Philip Kaufman;Philip Kaufman;Sam Shepard;Scott Glenn;Ed Harris;37,7792597;-122,4192646
The Right Stuff;1983;San Francisco Financial District;;The Ladd Company;The Ladd Company;Philip Kaufman;Philip Kaufman;Sam Shepard;Scott Glenn;Ed Harris;37,7945742;-122,3999445
The Rock;1996;San Francisco Palace of Fine Arts (3301 Lyon Street);The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.;Hollywood Pictures;Buena Vista Pictures;Michael Bay;David Weisberg;Sean Connery;Nicolas Cage;;37,8029577;-122,4491929
The Rock;1996;San Francisco The San Francisco Bay;;Hollywood Pictures;Buena Vista Pictures;Michael Bay;David Weisberg;Sean Connery;Nicolas Cage;;37,7749295;-122,4194155
The Rock;1996;San Francisco New Russian Hill Market (1198 Pacific Avenue at Jones);;Hollywood Pictures;Buena Vista Pictures;Michael Bay;David Weisberg;Sean Connery;Nicolas Cage;;37,7959824;-122,4148973
The Rock;1996;San Francisco Fairmont Hotel (950 Mason Street, Nob Hill);In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.;Hollywood Pictures;Buena Vista Pictures;Michael Bay;David Weisberg;Sean Connery;Nicolas Cage;;37,7923723;-122,4105611
The Rock;1996;San Francisco Coit Tower;The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.;Hollywood Pictures;Buena Vista Pictures;Michael Bay;David Weisberg;Sean Connery;Nicolas Cage;;37,8023949;-122,4058222
The Rock;1996;San Francisco City Hall;The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.;Hollywood Pictures;Buena Vista Pictures;Michael Bay;David Weisberg;Sean Connery;Nicolas Cage;;37,7792597;-122,4192646
The Rock;1996;San Francisco Alcatraz Island;Alcatraz Island was a military fort before it became a prison.;Hollywood Pictures;Buena Vista Pictures;Michael Bay;David Weisberg;Sean Connery;Nicolas Cage;;37,8269775;-122,4229555
The Sweetest Thing;2002;San Francisco Golden Gate National Recreation Area;The size of the Recreation Area is over two and a half greater than that of the city and county of San Francisco.;Columbia Pictures;Columbia Pictures;Roger Kumble;Nancy M. Pimental;Cameron Diaz;Christina Applegate;;37,8480388;-122,5294085
The Ten Commandments;1956;San Francisco St. Peter & Paul's Church (666 Filbert Street, Washington Square);Exteriors of the church were used. ;Paramount Pictures;Paramount Pictures;Cecil B. DeMille;Jesse L. Lasky, Jr.;Charlton Heston;Yul Brynner;Anne Baxter;37,8013901;-122,4101618
The Times of Harvey Milk;1984;San Francisco The Castro;"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.";UCLA Film and Television Archive;TC Films International;Rob Epstein;Rob Epstein;Harvey Milk;Harvey Firestein;Anne Kronenberg;37,7609082;-122,4350043
The Towering Inferno;1974;San Francisco Bank of America Building (555 California Street, Financial District);The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.;Irwin Allen Productions;Twentieth Century Fox Film;John Guillermin;Stirling Silliphant;Steve McQueen;Paul Newman;William Holden;37,792062;-122,4037148
